,Temperature[C],Humidity[%],eCO2[ppm],Fire Alarm
25620,13.7,56.7,400,0
25621,13.83,56.01,400,0
25622,13.94,55.31,400,0
25623,14.03,54.71,400,0
25624,14.1,54.18,400,0
25625,14.15,53.71,400,0
25626,14.21,53.23,400,0
25627,14.25,52.85,400,0
25628,14.29,52.5,400,0
25629,14.35,52.18,400,0
25630,14.36,51.97,400,0
25631,14.42,51.72,400,0
25632,14.43,51.48,400,0
25633,14.48,51.33,400,0
25634,14.52,51.17,400,0
25635,14.56,51.04,400,0
25636,14.58,50.86,400,0
25637,14.58,50.71,400,0
25638,14.61,50.59,400,0
25639,14.65,50.52,400,0
25640,14.68,50.41,400,0
25641,14.68,50.32,400,0
25642,14.68,50.28,400,0
25643,14.73,50.17,400,0
25644,14.75,50.12,400,0
25645,14.73,50.04,400,0
25646,14.77,49.99,400,0
25647,14.79,49.93,400,0
25648,13.55,49.78,400,0
25649,13.11,50.02,400,0
25650,12.93,50.6,400,0
25651,12.8,51.19,400,0
25652,12.71,51.8,400,0
25653,12.64,52.39,400,0
25654,12.55,52.9,400,0
25655,12.5,53.36,400,0
25656,12.46,53.76,400,0
25657,12.4,54.15,400,0
25658,12.36,54.51,400,0
25659,12.31,54.79,400,0
25660,12.31,55.1,400,0
25661,12.26,55.35,400,0
25662,12.24,55.59,400,0
25663,12.21,55.77,400,0
25664,12.2,56,400,0
25665,12.17,56.17,400,0
25666,12.17,56.33,400,0
25667,12.15,56.43,400,0
25668,12.11,56.57,400,0
25669,12.09,56.73,400,0
25670,12.06,56.81,400,0
25671,12.06,56.95,400,0
25672,12.08,57,400,0
25673,12.04,57.08,400,0
25674,12.04,57.2,400,0
25675,11.99,57.26,400,0
25676,12.02,57.33,400,0
25677,11.99,57.39,400,0
25678,13.29,57.58,400,0
25679,13.67,57.32,400,0
25680,13.89,56.72,400,0
25681,14.01,55.99,400,0
25682,14.11,55.3,400,0
25683,14.2,54.7,400,0
25684,14.26,54.12,400,0
25685,14.34,53.66,400,0
25686,14.36,53.2,400,0
25687,14.43,52.8,400,0
25688,14.49,52.46,400,0
25689,14.53,52.19,400,0
25690,14.58,51.94,400,0
25691,14.61,51.72,400,0
25692,14.66,51.47,400,0
25693,14.66,51.28,400,0
25694,14.7,51.16,400,0
25695,14.73,50.99,400,0
25696,14.76,50.88,400,0
25697,14.77,50.75,400,0
25698,14.8,50.61,400,0
25699,14.83,50.5,400,0
25700,14.87,50.4,400,0
25701,14.87,50.34,400,0
25702,14.89,50.29,400,0
25703,14.91,50.17,400,0
25704,14.94,50.1,400,0
25705,14.94,50.08,400,0
25706,14.96,50,400,0
25707,15,49.96,400,0
25708,13.7,49.8,400,0
25709,13.32,50.04,400,0
25710,13.11,50.65,400,0
25711,12.98,51.26,400,0
25712,12.91,51.9,400,0
25713,12.83,52.43,400,0
25714,12.76,52.96,400,0
25715,12.7,53.43,400,0
25716,12.66,53.87,400,0
25717,12.6,54.19,400,0
25718,12.56,54.56,400,0
25719,12.53,54.9,400,0
25720,12.52,55.13,400,0
25721,12.46,55.43,400,0
25722,12.42,55.66,400,0
25723,12.4,55.88,400,0
25724,12.38,56.04,400,0
25725,12.35,56.24,400,0
25726,12.33,56.38,400,0
25727,12.32,56.54,400,0
25728,12.31,56.67,400,0
25729,12.29,56.79,400,0
25730,12.26,56.9,400,0
25731,12.26,56.99,400,0
25732,12.26,57.08,400,0
25733,12.22,57.17,400,0
25734,12.22,57.24,400,0
25735,12.2,57.33,400,0
25736,12.21,57.37,400,0
25737,12.18,57.46,400,0
25738,13.49,57.68,400,0
25739,13.9,57.38,400,0
25740,14.1,56.77,400,0
25741,14.18,56.06,400,0
25742,14.31,55.33,400,0
25743,14.38,54.68,400,0
25744,14.45,54.17,400,0
25745,14.53,53.65,400,0
25746,14.59,53.22,400,0
25747,14.62,52.86,400,0
25748,14.68,52.51,400,0
25749,14.75,52.23,400,0
25750,14.77,51.9,400,0
25751,14.8,51.71,400,0
25752,14.86,51.49,400,0
25753,14.87,51.34,400,0
25754,14.9,51.15,400,0
25755,14.93,51.05,400,0
25756,14.99,50.88,400,0
25757,15,50.76,400,0
25758,15.03,50.68,400,0
25759,15.01,50.54,400,0
25760,15.04,50.47,400,0
25761,15.08,50.39,400,0
25762,15.11,50.39,400,0
25763,15.1,50.3,400,0
25764,15.12,50.19,400,0
25765,15.15,50.14,400,0
25766,15.17,50.11,400,0
25767,15.21,50.04,400,0
25768,13.95,49.87,400,0
25769,13.5,50.16,400,0
25770,13.32,50.75,400,0
25771,13.19,51.38,400,0
25772,13.11,52,400,0
25773,13.03,52.56,400,0
25774,12.94,53.12,400,0
25775,12.91,53.56,400,0
25776,12.84,54.03,400,0
25777,12.8,54.39,400,0
25778,12.71,54.99,400,0
25779,12.71,55.27,400,0
25780,12.66,55.57,400,0
25781,12.66,55.84,400,0
25782,12.6,56.02,400,0
25783,12.6,56.2,400,0
25784,12.56,56.37,400,0
25785,12.56,56.53,400,0
25786,12.52,56.67,400,0
25787,12.53,56.81,400,0
25788,12.5,56.92,400,0
25789,12.49,57.06,400,0
25790,12.45,57.22,400,0
25791,12.43,57.36,400,0
25792,12.45,57.45,400,0
25793,12.43,57.53,400,0
25794,12.42,57.6,400,0
25795,12.43,57.67,400,0
25796,13.73,57.86,400,0
25797,14.1,57.57,400,0
25798,14.28,56.93,400,0
25799,14.42,56.19,400,0
25800,14.51,55.5,400,0
25801,14.59,54.88,400,0
25802,14.69,54.28,400,0
25803,14.73,53.84,400,0
25804,14.82,53.4,400,0
25805,14.86,53,400,0
25806,14.9,52.69,400,0
25807,14.94,52.38,400,0
25808,14.97,52.12,400,0
25809,15.01,51.85,400,0
25810,15.06,51.69,400,0
25811,15.07,51.54,400,0
25812,15.11,51.33,400,0
25813,15.15,51.21,400,0
25814,15.17,51.08,400,0
25815,15.21,50.96,400,0
25816,15.21,50.84,400,0
25817,15.26,50.74,400,0
25818,15.27,50.62,400,0
25819,15.28,50.59,400,0
25820,15.31,50.48,400,0
25821,15.34,50.34,400,0
25822,15.37,50.26,400,0
25823,15.38,50.2,400,0
25824,15.39,50.18,400,0
25825,14.18,49.97,400,0
25826,13.72,50.3,400,0
25827,13.53,50.91,400,0
25828,13.39,51.51,400,0
25829,13.32,52.14,400,0
25830,13.24,52.67,400,0
25831,13.17,53.2,400,0
25832,13.11,53.67,400,0
25833,13.07,54.11,400,0
25834,13.04,54.51,400,0
25835,12.98,54.8,400,0
25836,12.94,55.13,400,0
25837,12.91,55.4,400,0
25838,12.87,55.6,400,0
25839,12.87,55.88,400,0
25840,12.84,56.11,400,0
25841,12.8,56.26,400,0
25842,12.8,56.42,400,0
25843,12.77,56.56,400,0
25844,12.77,56.71,400,0
25845,12.71,56.87,400,0
25846,12.71,56.95,400,0
25847,12.7,57.07,400,0
25848,12.71,57.15,400,0
25849,12.69,57.27,400,0
25850,12.67,57.35,400,0
25851,12.66,57.44,400,0
25852,12.63,57.51,400,0
25853,13.93,57.83,400,0
25854,14.31,57.5,400,0
25855,14.49,56.85,400,0
25856,14.7,55.53,400,0
25857,14.79,54.87,400,0
25858,14.9,54.29,400,0
25859,15.03,53.4,400,0
25860,15.07,53.03,400,0
25861,15.11,52.67,400,0
25862,15.14,52.32,400,0
25863,15.18,52.06,400,0
25864,15.22,51.85,400,0
25865,15.26,51.65,400,0
25866,15.31,51.43,400,0
25867,15.32,51.31,400,0
25868,15.35,51.14,400,0
25869,15.38,51.01,400,0
25870,15.42,50.86,400,0
25871,15.45,50.76,400,0
25872,15.47,50.62,400,0
25873,15.48,50.52,400,0
25874,15.52,50.46,400,0
25875,15.54,50.39,400,0
25876,15.55,50.33,400,0
25877,15.55,50.25,400,0
25878,15.61,50.17,400,0
25879,15.62,50.13,400,0
25880,15.62,50.06,400,0
25881,14.38,49.9,400,0
25882,13.94,50.16,400,0
25883,13.75,50.78,400,0
25884,13.63,51.42,400,0
25885,13.52,51.98,400,0
25886,13.46,52.58,400,0
25887,13.39,53.13,400,0
25888,13.34,53.59,400,0
25889,13.31,53.99,400,0
25890,13.25,54.39,400,0
25891,13.21,54.68,400,0
25892,13.18,55,400,0
25893,13.15,55.28,400,0
25894,13.12,55.48,400,0
25895,13.07,55.78,400,0
25896,13.08,55.95,400,0
25897,13.04,56.16,400,0
25898,13,56.29,400,0
25899,13.01,56.44,400,0
25900,12.98,56.56,400,0
25901,12.93,56.84,400,0
25902,12.91,56.97,400,0
25903,12.9,57.11,400,0
25904,12.88,57.22,400,0
25905,12.87,57.28,400,0
25906,12.84,57.4,400,0
25907,12.85,57.41,400,0
25908,14.15,57.65,400,0
25909,14.55,57.34,400,0
25910,14.76,56.64,400,0
25911,14.87,55.86,400,0
25912,14.97,55.21,400,0
25913,15.08,54.57,400,0
25914,15.14,54,400,0
25915,15.18,53.5,400,0
25916,15.24,53.1,400,0
25917,15.31,52.72,400,0
25918,15.35,52.36,400,0
25919,15.37,52.07,400,0
25920,15.44,51.82,400,0
25921,15.48,51.59,400,0
25922,15.49,51.39,400,0
25923,15.52,51.24,400,0
25924,15.58,51.05,400,0
25925,15.62,50.9,400,0
25926,15.66,50.65,400,0
25927,15.68,50.53,400,0
25928,15.69,50.46,400,0
25929,15.72,50.35,400,0
25930,15.75,50.26,400,0
25931,15.75,50.17,400,0
25932,15.76,50.1,400,0
25933,15.76,50.03,400,0
25934,15.82,49.97,400,0
25935,15.83,49.92,400,0
25936,15.86,49.89,400,0
25937,14.61,49.66,400,0
25938,14.2,49.97,400,0
25939,13.98,50.61,400,0
25940,13.86,51.28,400,0
25941,13.77,51.87,400,0
25942,13.72,52.47,400,0
25943,13.62,52.96,400,0
25944,13.56,53.43,400,0
25945,13.49,54.17,400,0
25946,13.46,54.52,400,0
25947,13.39,54.82,400,0
25948,13.38,55.07,400,0
25949,13.34,55.54,400,0
25950,13.31,55.75,400,0
25951,13.27,55.94,400,0
25952,13.24,56.08,400,0
25953,13.21,56.23,400,0
25954,13.21,56.38,400,0
25955,13.21,56.51,400,0
25956,13.17,56.59,400,0
25957,13.18,56.72,400,0
25958,13.15,56.82,400,0
25959,13.14,56.92,400,0
25960,13.12,57.02,400,0
25961,13.12,57.13,400,0
25962,13.11,57.18,400,0
25963,13.08,57.23,400,0
25964,13.08,57.31,400,0
25965,14.39,57.52,400,0
25966,14.77,57.17,400,0
25967,14.99,56.53,400,0
25968,15.12,55.78,400,0
25969,15.2,55.05,400,0
25970,15.31,54.42,400,0
25971,15.38,53.85,400,0
25972,15.44,53.41,400,0
25973,15.47,52.96,400,0
25974,15.51,52.59,400,0
25975,15.59,52.27,400,0
25976,15.62,51.97,400,0
25977,15.65,51.73,400,0
25978,15.69,51.47,400,0
25979,15.72,51.28,400,0
25980,15.77,51.12,400,0
25981,15.79,50.95,400,0
25982,15.83,50.8,400,0
25983,15.86,50.69,400,0
25984,15.9,50.54,400,0
25985,15.91,50.43,400,0
25986,15.93,50.34,400,0
25987,15.94,50.25,400,0
25988,15.97,50.18,400,0
25989,15.97,50.07,400,0
25990,15.98,50.04,400,0
25991,16.04,49.93,400,0
25992,16.04,49.9,400,0
25993,16.07,49.81,400,0
25994,14.84,49.62,400,0
25995,14.39,49.94,400,0
25996,14.21,50.57,400,0
25997,14.11,51.21,400,0
25998,13.98,51.87,400,0
25999,13.93,52.43,400,0
26000,13.87,52.9,400,0
26001,13.8,53.41,400,0
26002,13.77,53.83,400,0
26003,13.72,54.2,400,0
26004,13.67,54.53,400,0
26005,13.62,54.83,400,0
26006,13.62,55.1,400,0
26007,13.57,55.32,400,0
26008,13.55,55.57,400,0
26009,13.53,55.78,400,0
26010,13.49,55.94,400,0
26011,13.49,56.11,400,0
26012,13.43,56.25,400,0
26013,13.46,56.41,400,0
26014,13.4,56.5,400,0
26015,13.4,56.63,400,0
26016,13.39,56.72,400,0
26017,13.39,56.82,400,0
26018,13.36,56.92,400,0
26019,13.36,57.02,400,0
26020,13.35,57.1,400,0
26021,13.34,57.16,400,0
26022,13.35,57.23,400,0
26023,13.31,57.27,400,0
26024,14.62,57.48,400,0
26025,15,57.13,400,0
26026,15.21,56.47,400,0
26027,15.32,55.7,400,0
26028,15.45,54.99,400,0
26029,15.54,54.39,400,0
26030,15.59,53.84,400,0
26031,15.66,53.32,400,0
26032,15.7,52.92,400,0
26033,15.76,52.48,400,0
26034,15.82,52.21,400,0
26035,15.86,51.92,400,0
26036,15.93,51.48,400,0
26037,15.97,51.31,400,0
26038,15.97,51.1,400,0
26039,16.03,50.96,400,0
26040,16.06,50.78,400,0
26041,16.09,50.63,400,0
26042,16.13,50.52,400,0
26043,16.16,50.39,400,0
26044,16.18,50.3,400,0
26045,16.21,50.14,400,0
26046,16.21,50.08,400,0
26047,16.27,49.91,400,0
26048,16.28,49.87,400,0
26049,16.31,49.84,400,0
26050,16.31,49.75,400,0
26051,15.07,49.59,400,0
26052,14.48,50.47,400,0
26053,14.35,51.15,400,0
26054,14.25,51.76,400,0
26055,14.1,52.79,400,0
26056,14.05,53.28,400,0
26057,14.01,53.68,400,0
26058,13.95,54.06,400,0
26059,13.93,54.43,400,0
26060,13.9,54.72,400,0
26061,13.82,55.18,400,0
26062,13.8,55.4,400,0
26063,13.76,55.62,400,0
26064,13.75,55.79,400,0
26065,13.73,56,400,0
26066,13.69,56.07,400,0
26067,13.67,56.23,400,0
26068,13.66,56.35,400,0
26069,13.66,56.48,400,0
26070,13.65,56.69,400,0
26071,13.62,56.75,400,0
26072,13.6,56.82,400,0
26073,13.6,56.9,400,0
26074,13.56,56.97,400,0
26075,13.57,57,400,0
26076,13.56,57.06,400,0
26077,14.87,57.27,400,0
26078,15.28,56.97,400,0
26079,15.45,56.25,400,0
26080,15.58,55.46,400,0
26081,15.69,54.8,400,0
26082,15.75,54.15,400,0
26083,15.8,53.64,400,0
26084,15.9,53.13,400,0
26085,15.97,52.69,400,0
26086,16.03,52.33,400,0
26087,16.12,51.76,400,0
26088,16.16,51.49,400,0
26089,16.17,51.27,400,0
26090,16.21,51.07,400,0
26091,16.25,50.9,400,0
26092,16.28,50.72,400,0
26093,16.31,50.54,400,0
26094,16.33,50.47,400,0
26095,16.37,50.3,400,0
26096,16.4,50.23,400,0
26097,16.38,50.09,400,0
26098,16.42,49.98,400,0
26099,16.44,49.91,400,0
26100,16.45,49.81,400,0
26101,16.48,49.79,400,0
26102,16.52,49.71,400,0
26103,16.55,49.59,400,0
26104,16.55,49.54,400,0
26105,14.91,49.66,400,0
26106,14.58,50.85,400,0
26107,14.41,52.02,400,0
26108,14.34,52.5,400,0
26109,14.31,52.99,400,0
26110,14.24,53.43,400,0
26111,14.2,53.83,400,0
26112,14.17,54.15,400,0
26113,14.13,54.44,400,0
26114,14.08,54.72,400,0
26115,14.07,54.97,400,0
26116,14.03,55.16,400,0
26117,14.01,55.34,400,0
26118,13.97,55.56,400,0
26119,13.98,55.7,400,0
26120,13.95,55.88,400,0
26121,13.93,56.03,400,0
26122,13.87,56.21,400,0
26123,13.89,56.33,400,0
26124,13.84,56.47,400,0
26125,13.84,56.56,400,0
26126,13.83,56.66,400,0
26127,13.79,56.74,400,0
26128,13.79,56.79,400,0
26129,13.8,56.86,400,0
26130,15.45,56.74,400,0
26131,15.66,56.05,400,0
26132,15.79,55.29,400,0
26133,15.89,54.62,400,0
26134,15.97,53.95,400,0
26135,16.07,53.39,400,0
26136,16.14,52.91,400,0
26137,16.24,52.15,400,0
26138,16.27,51.81,400,0
26139,16.31,51.54,400,0
26140,16.38,51.32,400,0
26141,16.41,50.87,400,0
26142,16.47,50.69,400,0
26143,16.51,50.48,400,0
26144,16.54,50.36,400,0
26145,16.56,50.23,400,0
26146,16.56,50.08,400,0
26147,16.61,49.99,400,0
26148,16.61,49.89,400,0
26149,16.66,49.8,400,0
26150,16.66,49.68,400,0
26151,16.68,49.64,400,0
26152,16.71,49.56,400,0
26153,16.75,49.46,400,0
26154,16.75,49.43,400,0
26155,16.76,49.36,400,0
26156,16.79,49.3,400,0
26157,15.55,49.16,400,0
26158,15.14,49.49,400,0
26159,14.94,50.16,400,0
26160,14.82,50.81,400,0
26161,14.73,51.44,400,0
26162,14.63,51.99,400,0
26163,14.51,52.92,400,0
26164,14.48,53.34,400,0
26165,14.36,53.97,400,0
26166,14.35,54.25,400,0
26167,14.31,54.53,400,0
26168,14.22,55.08,400,0
26169,14.21,55.29,400,0
26170,14.15,55.58,400,0
26171,14.17,55.68,400,0
26172,14.13,55.8,400,0
26173,14.11,55.92,400,0
26174,14.1,56.03,400,0
26175,14.08,56.11,400,0
26176,14.08,56.19,400,0
26177,14.05,56.35,400,0
26178,14.05,56.4,400,0
26179,14.01,56.43,400,0
26180,14.03,56.5,400,0
26181,15.34,56.71,400,0
26182,15.73,56.34,400,0
26183,16.04,54.97,400,0
26184,16.16,54.26,400,0
26185,16.23,53.66,400,0
26186,16.3,53.07,400,0
26187,16.35,52.57,400,0
26188,16.41,52.17,400,0
26189,16.49,51.78,400,0
26190,16.52,51.45,400,0
26191,16.56,51.2,400,0
26192,16.61,50.92,400,0
26193,16.64,50.69,400,0
26194,16.66,50.5,400,0
26195,16.71,50.28,400,0
26196,16.73,50.1,400,0
26197,16.75,49.95,400,0
26198,16.79,49.83,400,0
26199,16.82,49.74,400,0
26200,16.85,49.65,400,0
26201,16.88,49.55,400,0
26202,16.91,49.36,400,0
26203,16.91,49.3,400,0
26204,16.95,49.22,400,0
26205,16.96,49.13,400,0
26206,17,49.09,400,0
26207,16.99,49.06,400,0
26208,17,48.98,400,0
26209,15.77,48.84,400,0
26210,15.35,49.18,400,0
26211,15.17,49.82,400,0
26212,15.04,50.52,400,0
26213,14.96,51.11,400,0
26214,14.87,51.74,400,0
26215,14.83,52.23,400,0
26216,14.76,52.67,400,0
26217,14.69,53.05,400,0
26218,14.66,53.43,400,0
26219,14.62,53.77,400,0
26220,14.58,54,400,0
26221,14.53,54.28,400,0
26222,14.49,54.48,400,0
26223,14.48,54.7,400,0
26224,14.46,54.88,400,0
26225,14.42,55.03,400,0
26226,14.42,55.14,400,0
26227,14.39,55.29,400,0
26228,14.34,55.68,400,0
26229,14.29,55.93,400,0
26230,14.29,56.01,400,0
26231,14.25,56.08,400,0
26232,14.25,56.13,400,0
26233,14.25,56.17,400,0
26234,15.58,56.36,400,0
26235,15.96,55.94,400,0
26236,16.14,55.26,400,0
26237,16.28,54.51,400,0
26238,16.38,53.82,400,0
26239,16.45,53.23,400,0
26240,16.54,52.65,400,0
26241,16.61,52.19,400,0
26242,16.65,51.78,400,0
26243,16.69,51.48,400,0
26244,16.75,51.18,400,0
26245,16.79,50.87,400,0
26246,16.86,50.57,400,0
26247,16.86,50.39,400,0
26248,16.92,50.16,400,0
26249,16.93,50,400,0
26250,16.98,49.86,400,0
26251,16.99,49.74,400,0
26252,17.03,49.6,400,0
26253,17.04,49.46,400,0
26254,17.06,49.39,400,0
26255,17.09,49.29,400,0
26256,17.1,49.22,400,0
26257,17.14,49.08,400,0
26258,17.17,48.99,400,0
26259,17.19,48.92,400,0
26260,17.2,48.85,400,0
26261,17.24,48.81,400,0
26262,17.27,48.74,400,0
26263,15.98,48.61,400,0
26264,15.58,48.94,400,0
26265,15.41,49.63,400,0
26266,15.26,50.29,400,0
26267,15.21,50.96,400,0
26268,15.1,51.51,400,0
26269,15.03,52.03,400,0
26270,14.99,52.46,400,0
26271,14.93,52.88,400,0
26272,14.89,53.22,400,0
26273,14.84,53.53,400,0
26274,14.77,53.98,400,0
26275,14.76,54.21,400,0
26276,14.72,54.4,400,0
26277,14.69,54.58,400,0
26278,14.68,54.74,400,0
26279,14.63,54.9,400,0
26280,14.62,55,400,0
26281,14.62,55.14,400,0
26282,14.55,55.23,400,0
26283,14.58,55.32,400,0
26284,14.55,55.43,400,0
26285,14.56,55.52,400,0
26286,14.51,55.65,400,0
26287,14.53,55.74,400,0
26288,14.49,55.82,400,0
26289,14.46,55.96,400,0
26290,15.77,56.16,400,0
26291,16.17,55.76,400,0
26292,16.38,55.07,400,0
26293,16.49,54.37,400,0
26294,16.59,53.69,400,0
26295,16.71,53.08,400,0
26296,16.76,52.56,400,0
26297,16.83,52.09,400,0
26298,16.89,51.71,400,0
26299,16.92,51.39,400,0
26300,16.99,51.06,400,0
26301,17.03,50.8,400,0
26302,17.07,50.57,400,0
26303,17.1,50.36,400,0
26304,17.11,50.2,400,0
26305,17.16,50.04,400,0
26306,17.2,49.91,400,0
26307,17.23,49.77,400,0
26308,17.24,49.67,400,0
26309,17.27,49.58,400,0
26310,17.3,49.51,400,0
26311,17.34,49.41,400,0
26312,17.34,49.35,400,0
26313,17.35,49.33,400,0
26314,17.4,49.24,400,0
26315,17.41,49.2,400,0
26316,17.42,49.13,400,0
26317,17.42,49.07,400,0
26318,17.48,49.04,400,0
26319,17.48,48.96,400,0
26320,16.25,48.8,400,0
26321,15.83,49.19,400,0
26322,15.63,49.86,400,0
26323,15.39,51.17,400,0
26324,15.34,51.71,400,0
26325,15.27,52.22,400,0
26326,15.2,52.68,400,0
26327,15.15,53.06,400,0
26328,15.12,53.43,400,0
26329,15.08,53.75,400,0
26330,15.03,54.08,400,0
26331,15.01,54.33,400,0
26332,14.97,54.56,400,0
26333,14.96,54.8,400,0
26334,14.94,55,400,0
26335,14.9,55.16,400,0
26336,14.87,55.33,400,0
26337,14.86,55.45,400,0
26338,14.86,55.62,400,0
26339,14.83,55.73,400,0
26340,14.82,55.88,400,0
26341,14.8,55.95,400,0
26342,14.79,56.06,400,0
26343,14.76,56.16,400,0
26344,14.76,56.23,400,0
26345,14.73,56.26,400,0
26346,14.72,56.36,400,0
26347,14.72,56.43,400,0
26348,14.72,56.46,400,0
26349,16,56.66,400,0
26350,16.42,56.22,400,0
26351,16.61,55.49,400,0
26352,16.75,54.7,400,0
26353,16.83,54,400,0
26354,16.92,53.37,400,0
26355,16.99,52.83,400,0
26356,17.04,52.35,400,0
26357,17.11,51.95,400,0
26358,17.14,51.57,400,0
26359,17.24,51.29,400,0
26360,17.26,51,400,0
26361,17.28,50.78,400,0
26362,17.32,50.54,400,0
26363,17.37,50.37,400,0
26364,17.38,50.2,400,0
26365,17.42,50.04,400,0
26366,17.47,49.83,400,0
26367,17.5,49.71,400,0
26368,17.51,49.58,400,0
26369,17.54,49.47,400,0
26370,17.57,49.4,400,0
26371,17.59,49.29,400,0
26372,17.61,49.22,400,0
26373,17.62,49.16,400,0
26374,17.65,49.11,400,0
26375,17.67,49.04,400,0
26376,17.68,49,400,0
26377,17.69,48.93,400,0
26378,16.47,48.76,400,0
26379,16.03,49.16,400,0
26380,15.85,49.8,400,0
26381,15.73,50.52,400,0
26382,15.62,51.19,400,0
26383,15.52,51.75,400,0
26384,15.49,52.24,400,0
26385,15.44,52.69,400,0
26386,15.39,53.07,400,0
26387,15.3,53.66,400,0
26388,15.24,53.98,400,0
26389,15.22,54.22,400,0
26390,15.21,54.44,400,0
26391,15.18,54.61,400,0
26392,15.15,54.76,400,0
26393,15.11,54.92,400,0
26394,15.08,55.07,400,0
26395,15.07,55.19,400,0
26396,15.07,55.31,400,0
26397,15.04,55.39,400,0
26398,15.03,55.53,400,0
26399,15.01,55.63,400,0
26400,14.99,55.69,400,0
26401,14.99,55.77,400,0
26402,14.96,55.88,400,0
26403,14.96,55.94,400,0
26404,14.97,56.06,400,0
26405,14.94,56.12,400,0
26406,14.93,56.17,400,0
26407,16.25,56.4,400,0
26408,16.64,55.91,400,0
26409,16.83,55.22,400,0
26410,16.93,54.46,400,0
26411,17.03,53.78,400,0
26412,17.13,53.16,400,0
26413,17.23,52.63,400,0
26414,17.26,52.1,400,0
26415,17.34,51.79,400,0
26416,17.35,51.39,400,0
26417,17.41,51.1,400,0
26418,17.47,50.76,400,0
26419,17.48,50.51,400,0
26420,17.54,50.3,400,0
26421,17.54,50.1,400,0
26422,17.59,49.94,400,0
26423,17.62,49.78,400,0
26424,17.67,49.66,400,0
26425,17.69,49.56,400,0
26426,17.72,49.45,400,0
26427,17.75,49.37,400,0
26428,17.75,49.3,400,0
26429,17.78,49.16,400,0
26430,17.81,49.03,400,0
26431,17.83,48.98,400,0
26432,17.85,48.92,400,0
26433,17.89,48.88,400,0
26434,17.89,48.84,400,0
26435,17.9,48.73,400,0
26436,17.92,48.72,400,0
26437,16.71,48.6,400,0
26438,16.3,48.97,400,0
26439,16.07,49.62,400,0
26440,15.96,50.35,400,0
26441,15.87,51,400,0
26442,15.77,51.57,400,0
26443,15.7,52.1,400,0
26444,15.66,52.51,400,0
26445,15.62,52.89,400,0
26446,15.57,53.23,400,0
26447,15.52,53.56,400,0
26448,15.45,53.82,400,0
26449,15.47,54.07,400,0
26450,15.39,54.3,400,0
26451,15.39,54.45,400,0
26452,15.35,54.64,400,0
26453,15.35,54.77,400,0
26454,15.31,54.9,400,0
26455,15.31,55.02,400,0
26456,15.3,55.14,400,0
26457,15.28,55.27,400,0
26458,15.24,55.36,400,0
26459,15.24,55.42,400,0
26460,15.22,55.54,400,0
26461,15.2,55.61,400,0
26462,15.2,55.7,400,0
26463,15.18,55.78,400,0
26464,15.18,55.83,400,0
26465,15.17,55.93,400,0
26466,15.14,55.98,400,0
26467,16.47,56.23,400,0
26468,16.83,55.79,400,0
26469,17.02,55.06,400,0
26470,17.17,54.38,400,0
26471,17.24,53.67,400,0
26472,17.32,53.06,400,0
26473,17.4,52.52,400,0
26474,17.47,52.1,400,0
26475,17.54,51.71,400,0
26476,17.58,51.41,400,0
26477,17.61,51.1,400,0
26478,17.68,50.81,400,0
26479,17.69,50.58,400,0
26480,17.74,50.41,400,0
26481,17.78,50.22,400,0
26482,17.81,50.05,400,0
26483,17.85,49.92,400,0
26484,17.86,49.81,400,0
26485,17.92,49.7,400,0
26486,17.93,49.58,400,0
26487,17.95,49.47,400,0
26488,17.98,49.44,400,0
26489,17.98,49.35,400,0
26490,18.03,49.18,400,0
26491,18.05,49.12,400,0
26492,18.07,49.08,400,0
26493,18.09,49.03,400,0
26494,18.1,48.99,400,0
26495,18.1,48.95,400,0
26496,16.86,48.78,400,0
26497,16.45,49.18,400,0
26498,16.27,49.89,400,0
26499,16.13,50.58,400,0
26500,16.06,51.3,400,0
26501,15.96,51.82,400,0
26502,15.91,52.36,400,0
26503,15.85,52.75,400,0
26504,15.8,53.17,400,0
26505,15.73,53.52,400,0
26506,15.72,53.81,400,0
26507,15.69,54.06,400,0
26508,15.65,54.29,400,0
26509,15.63,54.51,400,0
26510,15.58,54.66,400,0
26511,15.55,54.84,400,0
26512,15.55,54.99,400,0
26513,15.54,55.09,400,0
26514,15.51,55.24,400,0
26515,15.48,55.32,400,0
26516,15.47,55.44,400,0
26517,15.45,55.52,400,0
26518,15.42,55.6,400,0
26519,15.44,55.66,400,0
26520,15.39,55.74,400,0
26521,15.39,55.84,400,0
26522,15.37,55.85,400,0
26523,15.37,55.93,400,0
26524,15.35,55.98,400,0
26525,15.35,56.04,400,0
26526,16.66,56.21,400,0
26527,17.04,55.72,400,0
26528,17.23,55.03,400,0
26529,17.35,54.26,400,0
26530,17.45,53.52,400,0
26531,17.54,52.93,400,0
26532,17.61,52.39,400,0
26533,17.68,51.89,400,0
26534,17.75,51.5,400,0
26535,17.77,51.16,400,0
26536,17.83,50.83,400,0
26537,17.85,50.57,400,0
26538,17.89,50.34,400,0
26539,17.95,50.13,400,0
26540,17.98,49.93,400,0
26541,18.02,49.76,400,0
26542,18.02,49.62,400,0
26543,18.09,49.5,400,0
26544,18.1,49.35,400,0
26545,18.13,49.26,400,0
26546,18.16,49.15,400,0
26547,18.17,49.03,400,0
26548,18.2,48.96,400,0
26549,18.2,48.87,400,0
26550,18.21,48.85,400,0
26551,18.23,48.73,400,0
26552,18.24,48.7,400,0
26553,18.3,48.59,400,0
